,Disease,Symptoms
1796,acute pancreatitis,"I am experiencing sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1797,acute pancreatitis,"I am experiencing sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1798,acute pancreatitis,"I am experiencing sharp abdominal pain, vomiting, nausea, lower abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1799,acute pancreatitis,"I experience sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, using alcohol, lower body pain, hemoptysis"
1800,acute pancreatitis,"I have acute abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1801,acute pancreatitis,"I have sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1802,acute pancreatitis,"I have sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, using alcohol, lower body pain, hemoptysis"
1803,acute pancreatitis,"I have sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, abusing alcohol, lower body pain, hemoptysis"
1804,acute pancreatitis,"I have sharp abdominal pain, vomiting, nausea, upper abdominal pain, diarrhea, sharp chest pain, burning abdominal pain, back pain, side pain, drinking alcohol, lower body pain, hemoptysis"
1805,thrombophlebitis,"I feel leg pain, leg swelling, arm pain, abnormal looking skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling."
1806,thrombophlebitis,"I am experiencing leg pain, leg swelling, arm pain, abnormal appearing skin, arm swelling, foot or toe pain, ache all over, lymphedema, the skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling or swelling."
1807,thrombophlebitis,"I feel leg pain, leg swelling, arm pain, abnormally presenting skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling"
1808,thrombophlebitis,"I am experiencing leg pain, leg swelling, arm pain, abnormal looking skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling"
1809,thrombophlebitis,"I am experiencing leg pain, leg swelling, arm pain, abnormally-looking skin, arm swelling, foot or toe pain, ache all over, lymphedema, the skin on the leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling."
1810,thrombophlebitis,"I have leg pain, leg swelling, arm pain, abnormally swelling skin, arm swelling, foot or toe pain, aching all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swellings"
1811,thrombophlebitis,"I have leg pain, leg swelling, arm pain, abnormal appearance of skin, arm swelling, foot or heel pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling"
1812,thrombophlebitis,"I have leg pain, leg swelling, arm pain, abnormal appearing skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swellings"
1813,thrombophlebitis,"I have leg pain, leg swelling, arm pain, abnormal skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling"
1814,thrombophlebitis,"I have leg pain, leg swelling, arm pain, abnormal looking skin, arm swelling, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected, skin swelling, leg cramps or spasms, hand or finger swelling"
1815,asthma,"I am experiencing cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing sputum, congestion in chest."
1816,asthma,"I am experiencing cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing sputum, congestion in the chest"
1817,asthma,"I am experiencing cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pains, coryza, chest tightness, allergic reaction, coughing up sputum, congestion in chest"
1818,asthma,"I am experiencing cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing sputum, congestion in chest"
1819,asthma,"I cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing sputum, congestion in the chest"
1820,asthma,"I have cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing up sputum, congestion in chest"
1821,asthma,"I have cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest pain, allergic reaction, coughing sputum, congestion in chest congestion"
1822,asthma,"I have cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, chest pain, coryza, chest tightness, allergic reaction, stinging in the chest, congestion in chest"
1823,asthma,"I have my cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing up sputum, congestion in the chest"
1824,asthma,"I have cough, shortness of breath, wheezing, difficulty breathing, nasal congestion, fever, sharp chest pain, coryza, chest tightness, allergic reaction, coughing up sputum, congestion in chest."
1825,foreign body in the vagina,"I am experiencing vaginal discharge, pelvic pain, painful urine urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness."
1826,foreign body in the vagina,"I experience vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness."
1827,foreign body in the vagina,"I am experiencing vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal shape or size of the ear, low back weakness"
1828,foreign body in the vagina,"I am experiencing vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness"
1829,foreign body in the vagina,"I am experiencing vaginal discharge, pelvic pain, painful urine urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness"
1830,foreign body in the vagina,": I have vaginal discharge, pelvic pain, painful urination, abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of ear, low back weakness"
1831,foreign body in the vagina,"I have vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness"
1832,foreign body in the vagina,"I have vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin staph, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of ear, low back weakness"
1833,foreign body in the vagina,"I have vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness"
1834,foreign body in the vagina,"I have vaginal discharge, pelvic pain, painful urination, lower abdominal pain, skin lesion, back weakness, pus in sputum, emotional, muscle swelling, pus in urine, abnormal size or shape of the ear, low back weakness"
1835,restless leg syndrome,"I am experiencing abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia"
1836,restless leg syndrome,"I experience abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia"
1837,restless leg syndrome,"I am experiencing abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia"
1838,restless leg syndrome,"I experience abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia"
1839,restless leg syndrome,"I experience abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, breathing difficulty, loss of sensation, insomnia"
1840,restless leg syndrome,"I have abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia"
1841,restless leg syndrome,"I have abnormal involuntary movements, leg pain, headache, sleepiness, apnea, fatigue, abnormal breathing sounds, depression, back pain, difficulty breathing, loss of sensation, insomnia."
